analysis_key,question_text,target_question,item,company_size_class,answer,n,total,pct,denom_type
daten_erfassung,"Bitte bewerten Sie, inwieweit Daten in Ihrem Unernehmen erfasst und genutzt werden.","Bitte bewerten Sie, inwieweit Daten in Ihrem Unernehmen erfasst und genutzt werden.","Instandhaltung(z.B. Ausfallzeiten von Maschinen, ...)",GU,"Automatisierte Erfassung, manuelle Auswertung",13,41,31.70731707317073,item_valid_total
daten_erfassung,"Bitte bewerten Sie, inwieweit Daten in Ihrem Unernehmen erfasst und genutzt werden.","Bitte bewerten Sie, inwieweit Daten in Ihrem Unernehmen erfasst und genutzt werden.","Instandhaltung(z.B. Ausfallzeiten von Maschinen, ...)",GU,Keine Erfassung,6,41,14.634146341463413,item_valid_total
daten_erfassung,"Bitte bewerten Sie, inwieweit Daten in Ihrem Unernehmen erfasst und genutzt werden.","Bitte bewerten Sie, inwieweit Daten in Ihrem Unernehmen erfasst und genutzt werden.","Instandhaltung(z.B. Ausfallzeiten von Maschinen, ...)",GU,"Manuelle Erfassung, keine Nutzung",2,41,4.878048780487805,item_valid_total
daten_erfassung,"Bitte bewerten Sie, inwieweit Daten in Ihrem Unernehmen erfasst und genutzt werden.","Bitte bewerten Sie, inwieweit Daten in Ihrem Unernehmen erfasst und genutzt werden.","Instandhaltung(z.B. Ausfallzeiten von Maschinen, ...)",GU,"Manuelle Erfassung, manuelle Auswertung",11,41,26.82926829268293,item_valid_total
daten_erfassung,"Bitte bewerten Sie, inwieweit Daten in Ihrem Unernehmen erfasst und genutzt werden.","Bitte bewerten Sie, inwieweit Daten in Ihrem Unernehmen erfasst und genutzt werden.","Instandhaltung(z.B. Ausfallzeiten von Maschinen, ...)",KMU,"Automatisierte Erfassung, automatisierte Auswertung",4,21,19.047619047619047,item_valid_total
daten_erfassung,"Bitte bewerten Sie, inwieweit Daten in Ihrem Unernehmen erfasst und genutzt werden.","Bitte bewerten Sie, inwieweit Daten in Ihrem Unernehmen erfasst und genutzt werden.","Instandhaltung(z.B. Ausfallzeiten von Maschinen, ...)",KMU,"Automatisierte Erfassung, manuelle Auswertung",5,21,23.809523809523807,item_valid_total
daten_erfassung,"Bitte bewerten Sie, inwieweit Daten in Ihrem Unernehmen erfasst und genutzt werden.","Bitte bewerten Sie, inwieweit Daten in Ihrem Unernehmen erfasst und genutzt werden.","Instandhaltung(z.B. Ausfallzeiten von Maschinen, ...)",KMU,Keine Erfassung,3,21,14.285714285714285,item_valid_total
daten_erfassung,"Bitte bewerten Sie, inwieweit Daten in Ihrem Unernehmen erfasst und genutzt werden.","Bitte bewerten Sie, inwieweit Daten in Ihrem Unernehmen erfasst und genutzt werden.","Instandhaltung(z.B. Ausfallzeiten von Maschinen, ...)",KMU,"Manuelle Erfassung, keine Nutzung",3,21,14.285714285714285,item_valid_total
daten_erfassung,"Bitte bewerten Sie, inwieweit Daten in Ihrem Unernehmen erfasst und genutzt werden.","Bitte bewerten Sie, inwieweit Daten in Ihrem Unernehmen erfasst und genutzt werden.","Instandhaltung(z.B. Ausfallzeiten von Maschinen, ...)",KMU,"Manuelle Erfassung, manuelle Auswertung",6,21,28.57142857142857,item_valid_total
daten_erfassung,"Bitte bewerten Sie, inwieweit Daten in Ihrem Unernehmen erfasst und genutzt werden.","Bitte bewerten Sie, inwieweit Daten in Ihrem Unernehmen erfasst und genutzt werden.","Intralogistik(z.B. Ort und Status von Ladungsträgern, Transportmitteln, ...)",GU,"Automatisierte Erfassung, automatisierte Auswertung",12,40,30.0,item_valid_total
daten_erfassung,"Bitte bewerten Sie, inwieweit Daten in Ihrem Unernehmen erfasst und genutzt werden.","Bitte bewerten Sie, inwieweit Daten in Ihrem Unernehmen erfasst und genutzt werden.","Intralogistik(z.B. Ort und Status von Ladungsträgern, Transportmitteln, ...)",GU,"Automatisierte Erfassung, manuelle Auswertung",11,40,27.500000000000004,item_valid_total
daten_erfassung,"Bitte bewerten Sie, inwieweit Daten in Ihrem Unernehmen erfasst und genutzt werden.","Bitte bewerten Sie, inwieweit Daten in Ihrem Unernehmen erfasst und genutzt werden.","Intralogistik(z.B. Ort und Status von Ladungsträgern, Transportmitteln, ...)",GU,Keine Erfassung,8,40,20.0,item_valid_total
daten_erfassung,"Bitte bewerten Sie, inwieweit Daten in Ihrem Unernehmen erfasst und genutzt werden.","Bitte bewerten Sie, inwieweit Daten in Ihrem Unernehmen erfasst und genutzt werden.","Intralogistik(z.B. Ort und Status von Ladungsträgern, Transportmitteln, ...)",GU,"Manuelle Erfassung, keine Nutzung",3,40,7.5,item_valid_total
daten_erfassung,"Bitte bewerten Sie, inwieweit Daten in Ihrem Unernehmen erfasst und genutzt werden.","Bitte bewerten Sie, inwieweit Daten in Ihrem Unernehmen erfasst und genutzt werden.","Intralogistik(z.B. Ort und Status von Ladungsträgern, Transportmitteln, ...)",GU,"Manuelle Erfassung, manuelle Auswertung",6,40,15.0,item_valid_total
daten_erfassung,"Bitte bewerten Sie, inwieweit Daten in Ihrem Unernehmen erfasst und genutzt werden.","Bitte bewerten Sie, inwieweit Daten in Ihrem Unernehmen erfasst und genutzt werden.","Intralogistik(z.B. Ort und Status von Ladungsträgern, Transportmitteln, ...)",KMU,"Automatisierte Erfassung, automatisierte Auswertung",3,20,15.0,item_valid_total
daten_erfassung,"Bitte bewerten Sie, inwieweit Daten in Ihrem Unernehmen erfasst und genutzt werden.","Bitte bewerten Sie, inwieweit Daten in Ihrem Unernehmen erfasst und genutzt werden.","Intralogistik(z.B. Ort und Status von Ladungsträgern, Transportmitteln, ...)",KMU,"Automatisierte Erfassung, manuelle Auswertung",3,20,15.0,item_valid_total
daten_erfassung,"Bitte bewerten Sie, inwieweit Daten in Ihrem Unernehmen erfasst und genutzt werden.","Bitte bewerten Sie, inwieweit Daten in Ihrem Unernehmen erfasst und genutzt werden.","Intralogistik(z.B. Ort und Status von Ladungsträgern, Transportmitteln, ...)",KMU,Keine Erfassung,7,20,35.0,item_valid_total
daten_erfassung,"Bitte bewerten Sie, inwieweit Daten in Ihrem Unernehmen erfasst und genutzt werden.","Bitte bewerten Sie, inwieweit Daten in Ihrem Unernehmen erfasst und genutzt werden.","Intralogistik(z.B. Ort und Status von Ladungsträgern, Transportmitteln, ...)",KMU,"Manuelle Erfassung, keine Nutzung",2,20,10.0,item_valid_total
daten_erfassung,"Bitte bewerten Sie, inwieweit Daten in Ihrem Unernehmen erfasst und genutzt werden.","Bitte bewerten Sie, inwieweit Daten in Ihrem Unernehmen erfasst und genutzt werden.","Intralogistik(z.B. Ort und Status von Ladungsträgern, Transportmitteln, ...)",KMU,"Manuelle Erfassung, manuelle Auswertung",5,20,25.0,item_valid_total
daten_erfassung,"Bitte bewerten Sie, inwieweit Daten in Ihrem Unernehmen erfasst und genutzt werden.","Bitte bewerten Sie, inwieweit Daten in Ihrem Unernehmen erfasst und genutzt werden.",Kennzahlen für das Shopfloor Management,GU,"Automatisierte Erfassung, automatisierte Auswertung",10,34,29.411764705882355,item_valid_total
daten_erfassung,"Bitte bewerten Sie, inwieweit Daten in Ihrem Unernehmen erfasst und genutzt werden.","Bitte bewerten Sie, inwieweit Daten in Ihrem Unernehmen erfasst und genutzt werden.",Kennzahlen für das Shopfloor Management,GU,"Automatisierte Erfassung, manuelle Auswertung",8,34,23.52941176470588,item_valid_total
daten_erfassung,"Bitte bewerten Sie, inwieweit Daten in Ihrem Unernehmen erfasst und genutzt werden.","Bitte bewerten Sie, inwieweit Daten in Ihrem Unernehmen erfasst und genutzt werden.",Kennzahlen für das Shopfloor Management,GU,Keine Erfassung,4,34,11.76470588235294,item_valid_total
daten_erfassung,"Bitte bewerten Sie, inwieweit Daten in Ihrem Unernehmen erfasst und genutzt werden.","Bitte bewerten Sie, inwieweit Daten in Ihrem Unernehmen erfasst und genutzt werden.",Kennzahlen für das Shopfloor Management,GU,"Manuelle Erfassung, manuelle Auswertung",12,34,35.294117647058826,item_valid_total
daten_erfassung,"Bitte bewerten Sie, inwieweit Daten in Ihrem Unernehmen erfasst und genutzt werden.","Bitte bewerten Sie, inwieweit Daten in Ihrem Unernehmen erfasst und genutzt werden.",Kennzahlen für das Shopfloor Management,KMU,"Automatisierte Erfassung, automatisierte Auswertung",5,18,27.77777777777778,item_valid_total
daten_erfassung,"Bitte bewerten Sie, inwieweit Daten in Ihrem Unernehmen erfasst und genutzt werden.","Bitte bewerten Sie, inwieweit Daten in Ihrem Unernehmen erfasst und genutzt werden.",Kennzahlen für das Shopfloor Management,KMU,"Automatisierte Erfassung, manuelle Auswertung",5,18,27.77777777777778,item_valid_total
daten_erfassung,"Bitte bewerten Sie, inwieweit Daten in Ihrem Unernehmen erfasst und genutzt werden.","Bitte bewerten Sie, inwieweit Daten in Ihrem Unernehmen erfasst und genutzt werden.",Kennzahlen für das Shopfloor Management,KMU,Keine Erfassung,3,18,16.666666666666664,item_valid_total
daten_erfassung,"Bitte bewerten Sie, inwieweit Daten in Ihrem Unernehmen erfasst und genutzt werden.","Bitte bewerten Sie, inwieweit Daten in Ihrem Unernehmen erfasst und genutzt werden.",Kennzahlen für das Shopfloor Management,KMU,"Manuelle Erfassung, keine Nutzung",2,18,11.11111111111111,item_valid_total
daten_erfassung,"Bitte bewerten Sie, inwieweit Daten in Ihrem Unernehmen erfasst und genutzt werden.","Bitte bewerten Sie, inwieweit Daten in Ihrem Unernehmen erfasst und genutzt werden.",Kennzahlen für das Shopfloor Management,KMU,"Manuelle Erfassung, manuelle Auswertung",3,18,16.666666666666664,item_valid_total
daten_erfassung,"Bitte bewerten Sie, inwieweit Daten in Ihrem Unernehmen erfasst und genutzt werden.","Bitte bewerten Sie, inwieweit Daten in Ihrem Unernehmen erfasst und genutzt werden.","Produkte und Dienstleistungen(z.B. Nutzungsdaten, ...)",GU,"Automatisierte Erfassung, automatisierte Auswertung",9,37,24.324324324324326,item_valid_total
daten_erfassung,"Bitte bewerten Sie, inwieweit Daten in Ihrem Unernehmen erfasst und genutzt werden.","Bitte bewerten Sie, inwieweit Daten in Ihrem Unernehmen erfasst und genutzt werden.","Produkte und Dienstleistungen(z.B. Nutzungsdaten, ...)",GU,"Automatisierte Erfassung, manuelle Auswertung",18,37,48.64864864864865,item_valid_total
daten_erfassung,"Bitte bewerten Sie, inwieweit Daten in Ihrem Unernehmen erfasst und genutzt werden.","Bitte bewerten Sie, inwieweit Daten in Ihrem Unernehmen erfasst und genutzt werden.","Produkte und Dienstleistungen(z.B. Nutzungsdaten, ...)",GU,Keine Erfassung,3,37,8.108108108108109,item_valid_total
daten_erfassung,"Bitte bewerten Sie, inwieweit Daten in Ihrem Unernehmen erfasst und genutzt werden.","Bitte bewerten Sie, inwieweit Daten in Ihrem Unernehmen erfasst und genutzt werden.","Produkte und Dienstleistungen(z.B. Nutzungsdaten, ...)",GU,"Manuelle Erfassung, manuelle Auswertung",7,37,18.91891891891892,item_valid_total
daten_erfassung,"Bitte bewerten Sie, inwieweit Daten in Ihrem Unernehmen erfasst und genutzt werden.","Bitte bewerten Sie, inwieweit Daten in Ihrem Unernehmen erfasst und genutzt werden.","Produkte und Dienstleistungen(z.B. Nutzungsdaten, ...)",KMU,"Automatisierte Erfassung, automatisierte Auswertung",5,21,23.809523809523807,item_valid_total
daten_erfassung,"Bitte bewerten Sie, inwieweit Daten in Ihrem Unernehmen erfasst und genutzt werden.","Bitte bewerten Sie, inwieweit Daten in Ihrem Unernehmen erfasst und genutzt werden.","Produkte und Dienstleistungen(z.B. Nutzungsdaten, ...)",KMU,"Automatisierte Erfassung, manuelle Auswertung",4,21,19.047619047619047,item_valid_total
daten_erfassung,"Bitte bewerten Sie, inwieweit Daten in Ihrem Unernehmen erfasst und genutzt werden.","Bitte bewerten Sie, inwieweit Daten in Ihrem Unernehmen erfasst und genutzt werden.","Produkte und Dienstleistungen(z.B. Nutzungsdaten, ...)",KMU,Keine Erfassung,7,21,33.33333333333333,item_valid_total
daten_erfassung,"Bitte bewerten Sie, inwieweit Daten in Ihrem Unernehmen erfasst und genutzt werden.","Bitte bewerten Sie, inwieweit Daten in Ihrem Unernehmen erfasst und genutzt werden.","Produkte und Dienstleistungen(z.B. Nutzungsdaten, ...)",KMU,"Manuelle Erfassung, manuelle Auswertung",5,21,23.809523809523807,item_valid_total
daten_erfassung,"Bitte bewerten Sie, inwieweit Daten in Ihrem Unernehmen erfasst und genutzt werden.","Bitte bewerten Sie, inwieweit Daten in Ihrem Unernehmen erfasst und genutzt werden.","Produktentwicklung(z.B. Konstruktion, Engineering, ...)",GU,"Automatisierte Erfassung, automatisierte Auswertung",4,32,12.5,item_valid_total
daten_erfassung,"Bitte bewerten Sie, inwieweit Daten in Ihrem Unernehmen erfasst und genutzt werden.","Bitte bewerten Sie, inwieweit Daten in Ihrem Unernehmen erfasst und genutzt werden.","Produktentwicklung(z.B. Konstruktion, Engineering, ...)",GU,"Automatisierte Erfassung, manuelle Auswertung",10,32,31.25,item_valid_total
daten_erfassung,"Bitte bewerten Sie, inwieweit Daten in Ihrem Unernehmen erfasst und genutzt werden.","Bitte bewerten Sie, inwieweit Daten in Ihrem Unernehmen erfasst und genutzt werden.","Produktentwicklung(z.B. Konstruktion, Engineering, ...)",GU,Keine Erfassung,4,32,12.5,item_valid_total
daten_erfassung,"Bitte bewerten Sie, inwieweit Daten in Ihrem Unernehmen erfasst und genutzt werden.","Bitte bewerten Sie, inwieweit Daten in Ihrem Unernehmen erfasst und genutzt werden.","Produktentwicklung(z.B. Konstruktion, Engineering, ...)",GU,"Manuelle Erfassung, keine Nutzung",1,32,3.125,item_valid_total
daten_erfassung,"Bitte bewerten Sie, inwieweit Daten in Ihrem Unernehmen erfasst und genutzt werden.","Bitte bewerten Sie, inwieweit Daten in Ihrem Unernehmen erfasst und genutzt werden.","Produktentwicklung(z.B. Konstruktion, Engineering, ...)",GU,"Manuelle Erfassung, manuelle Auswertung",13,32,40.625,item_valid_total
daten_erfassung,"Bitte bewerten Sie, inwieweit Daten in Ihrem Unernehmen erfasst und genutzt werden.","Bitte bewerten Sie, inwieweit Daten in Ihrem Unernehmen erfasst und genutzt werden.","Produktentwicklung(z.B. Konstruktion, Engineering, ...)",KMU,"Automatisierte Erfassung, automatisierte Auswertung",4,18,22.22222222222222,item_valid_total
daten_erfassung,"Bitte bewerten Sie, inwieweit Daten in Ihrem Unernehmen erfasst und genutzt werden.","Bitte bewerten Sie, inwieweit Daten in Ihrem Unernehmen erfasst und genutzt werden.","Produktentwicklung(z.B. Konstruktion, Engineering, ...)",KMU,"Automatisierte Erfassung, manuelle Auswertung",1,18,5.555555555555555,item_valid_total
daten_erfassung,"Bitte bewerten Sie, inwieweit Daten in Ihrem Unernehmen erfasst und genutzt werden.","Bitte bewerten Sie, inwieweit Daten in Ihrem Unernehmen erfasst und genutzt werden.","Produktentwicklung(z.B. Konstruktion, Engineering, ...)",KMU,Keine Erfassung,3,18,16.666666666666664,item_valid_total
daten_erfassung,"Bitte bewerten Sie, inwieweit Daten in Ihrem Unernehmen erfasst und genutzt werden.","Bitte bewerten Sie, inwieweit Daten in Ihrem Unernehmen erfasst und genutzt werden.","Produktentwicklung(z.B. Konstruktion, Engineering, ...)",KMU,"Manuelle Erfassung, keine Nutzung",2,18,11.11111111111111,item_valid_total
daten_erfassung,"Bitte bewerten Sie, inwieweit Daten in Ihrem Unernehmen erfasst und genutzt werden.","Bitte bewerten Sie, inwieweit Daten in Ihrem Unernehmen erfasst und genutzt werden.","Produktentwicklung(z.B. Konstruktion, Engineering, ...)",KMU,"Manuelle Erfassung, manuelle Auswertung",8,18,44.44444444444444,item_valid_total
daten_erfassung,"Bitte bewerten Sie, inwieweit Daten in Ihrem Unernehmen erfasst und genutzt werden.","Bitte bewerten Sie, inwieweit Daten in Ihrem Unernehmen erfasst und genutzt werden.","Produktionsplanung und - steuerung(z.B. Machinenbelegung, Umgang mit Störungen, ...)",GU,"Automatisierte Erfassung, automatisierte Auswertung",8,40,20.0,item_valid_total
daten_erfassung,"Bitte bewerten Sie, inwieweit Daten in Ihrem Unernehmen erfasst und genutzt werden.","Bitte bewerten Sie, inwieweit Daten in Ihrem Unernehmen erfasst und genutzt werden.","Produktionsplanung und - steuerung(z.B. Machinenbelegung, Umgang mit Störungen, ...)",GU,"Automatisierte Erfassung, manuelle Auswertung",14,40,35.0,item_valid_total
daten_erfassung,"Bitte bewerten Sie, inwieweit Daten in Ihrem Unernehmen erfasst und genutzt werden.","Bitte bewerten Sie, inwieweit Daten in Ihrem Unernehmen erfasst und genutzt werden.","Produktionsplanung und - steuerung(z.B. Machinenbelegung, Umgang mit Störungen, ...)",GU,Keine Erfassung,1,40,2.5,item_valid_total
daten_erfassung,"Bitte bewerten Sie, inwieweit Daten in Ihrem Unernehmen erfasst und genutzt werden.","Bitte bewerten Sie, inwieweit Daten in Ihrem Unernehmen erfasst und genutzt werden.","Produktionsplanung und - steuerung(z.B. Machinenbelegung, Umgang mit Störungen, ...)",GU,"Manuelle Erfassung, keine Nutzung",3,40,7.5,item_valid_total
daten_erfassung,"Bitte bewerten Sie, inwieweit Daten in Ihrem Unernehmen erfasst und genutzt werden.","Bitte bewerten Sie, inwieweit Daten in Ihrem Unernehmen erfasst und genutzt werden.","Produktionsplanung und - steuerung(z.B. Machinenbelegung, Umgang mit Störungen, ...)",GU,"Manuelle Erfassung, manuelle Auswertung",14,40,35.0,item_valid_total
daten_erfassung,"Bitte bewerten Sie, inwieweit Daten in Ihrem Unernehmen erfasst und genutzt werden.","Bitte bewerten Sie, inwieweit Daten in Ihrem Unernehmen erfasst und genutzt werden.","Produktionsplanung und - steuerung(z.B. Machinenbelegung, Umgang mit Störungen, ...)",KMU,"Automatisierte Erfassung, automatisierte Auswertung",3,22,13.636363636363635,item_valid_total
daten_erfassung,"Bitte bewerten Sie, inwieweit Daten in Ihrem Unernehmen erfasst und genutzt werden.","Bitte bewerten Sie, inwieweit Daten in Ihrem Unernehmen erfasst und genutzt werden.","Produktionsplanung und - steuerung(z.B. Machinenbelegung, Umgang mit Störungen, ...)",KMU,"Automatisierte Erfassung, manuelle Auswertung",9,22,40.909090909090914,item_valid_total
daten_erfassung,"Bitte bewerten Sie, inwieweit Daten in Ihrem Unernehmen erfasst und genutzt werden.","Bitte bewerten Sie, inwieweit Daten in Ihrem Unernehmen erfasst und genutzt werden.","Produktionsplanung und - steuerung(z.B. Machinenbelegung, Umgang mit Störungen, ...)",KMU,Keine Erfassung,5,22,22.727272727272727,item_valid_total
daten_erfassung,"Bitte bewerten Sie, inwieweit Daten in Ihrem Unernehmen erfasst und genutzt werden.","Bitte bewerten Sie, inwieweit Daten in Ihrem Unernehmen erfasst und genutzt werden.","Produktionsplanung und - steuerung(z.B. Machinenbelegung, Umgang mit Störungen, ...)",KMU,"Manuelle Erfassung, keine Nutzung",1,22,4.545454545454546,item_valid_total
daten_erfassung,"Bitte bewerten Sie, inwieweit Daten in Ihrem Unernehmen erfasst und genutzt werden.","Bitte bewerten Sie, inwieweit Daten in Ihrem Unernehmen erfasst und genutzt werden.","Produktionsplanung und - steuerung(z.B. Machinenbelegung, Umgang mit Störungen, ...)",KMU,"Manuelle Erfassung, manuelle Auswertung",4,22,18.181818181818183,item_valid_total
daten_erfassung,"Bitte bewerten Sie, inwieweit Daten in Ihrem Unernehmen erfasst und genutzt werden.","Bitte bewerten Sie, inwieweit Daten in Ihrem Unernehmen erfasst und genutzt werden.","Produktionsprozess(z.B. Ressourcen - und Energieverbräuche, ...)",GU,"Automatisierte Erfassung, automatisierte Auswertung",14,42,33.33333333333333,item_valid_total
daten_erfassung,"Bitte bewerten Sie, inwieweit Daten in Ihrem Unernehmen erfasst und genutzt werden.","Bitte bewerten Sie, inwieweit Daten in Ihrem Unernehmen erfasst und genutzt werden.","Produktionsprozess(z.B. Ressourcen - und Energieverbräuche, ...)",GU,"Automatisierte Erfassung, manuelle Auswertung",17,42,40.476190476190474,item_valid_total
